No.,Name,Add.,QTY,Perm.,Data Type,Gain,Unit,Comment
1,Start/Stop,42000,1,WO,U16,N/A,N/A,0: Start 1: Stop
2,Charger output current,42001,2,RW,U32,100,N/A,[6, X] X is the smaller value between the rated current and the AC-Charger input breaker rated current.
